companies,url,platform_version_release_dates,memory,sound,connectivity,media,name,slug,resolutions,checksum,output,cpu,main_manufacturer,graphics,online,os,platform_logo,storage,id,summary
[634],https://www.igdb.com/platforms/windows-mobile/version/windows-mobile-5-dot-0,[648],,,,,Windows Mobile 5.0,windows-mobile-5-dot-0,,3609ace6-3e4e-623d-6e12-12b49138b47b,,,,,,,680.0,,537,"Windows Mobile 5.0, originally codenamed ""Magneto"", was released at Microsoft's Mobile and Embedded Developers Conference 2005 in Las Vegas, May 9–12, 2005. Microsoft offered mainstream support for Windows Mobile 5 through October 12, 2010, and extended support through October 13, 2015. It was first offered on the Dell Axim x51. It used the .NET Compact Framework 1.0 SP3, an environment for programs based on .NET. Windows Mobile 5.0 included Microsoft Exchange Server ""push"" functionality improvements that worked with Exchange 2003 SP2. The ""push"" functionality also required vendor/device support[5] With AKU2 software upgrades all WM 5.0 devices supported DirectPush. This version featured increased battery life due to Persistent storage capability. Previously up to 50% (enough for 72 hours of storage) of battery power was reserved just to maintain data in volatile RAM. This continued the trend of Windows-based devices moving from using RAM as their primary storage medium to the use of a combination of RAM and flash memory (in use, no distinction between the two is obvious to users). Programs and frequently accessed data run in RAM, while most storage is in the flash memory. The OS seamlessly moves data between the two as needed. Everything is backed up in the flash memory, so unlike prior devices, WM5 devices lose no data if power is lost. New to 5.0, OS updates were released as Adaptation kit upgrades, with AKU 3.5 being the final released.

A new version of Office was bundled called ""Microsoft Office Mobile"" which includes PowerPoint Mobile, Excel Mobile with graphing capability and Word Mobile with the ability to insert tables and graphics. Media management and playback was enhanced with Picture and Video package, which converged the management of videos and pictures and Windows Media Player 10 Mobile. Among new hardware features were enhanced Bluetooth support, default QWERTY keyboard-support and a management interface for Global Positioning System (GPS). Improvements were made to ActiveSync 4.2 with 15% increased synchronization speed. Business customers benefited from a new error reporting facility similar to that present in desktop and server Windows systems. Caller ID now supports photos so a user can apply an image to each contact to show when a call is received. DirectShow was also natively added. This release was the first to include DirectDraw with hardware acceleration, replacing the deprecated graphics component of GAPI, and Pocket MSN can be viewed directly from the Today Screen.

Windows Mobile 5.0 requires at least 64MB of RAM, and the device must run an ARM compatible processor such as the Intel XScale or the Samsung and Texas Instruments ARM compatibles."
[633],https://www.igdb.com/platforms/windows-mobile/version/windows-mobile-2003,[647],,,,,Windows Mobile 2003,windows-mobile-2003,,b470e64a-3ebb-1cf8-72c1-7b3285c027d1,,,,,,,679.0,,536,"Windows Mobile 2003, originally codenamed ""Ozone"", is a discontinued mobile operating system and member of the Windows Mobile family. It was released on June 23, 2003, and was the first Microsoft OS to be called ""Windows Mobile"". It was based on Windows CE 4.20."
[702],https://www.igdb.com/platforms/windows-mobile/version/windows-mobile-6-dot-0,[649],,,,,Windows Mobile 6.0,windows-mobile-6-dot-0,,2234f414-489e-189d-9a22-e3ea3baedb53,,,,,,,741.0,,538,"Windows Mobile 6, formerly codenamed ""Crossbow"", was the version of Windows Mobile released on February 12, 2007 at the 3GSM World Congress 2007. It comes in three different versions: ""Windows Mobile 6 Standard"" for Smartphones (phones with touchscreens), ""Windows Mobile 6 Professional"" for Pocket PCs with phone functionality, and ""Windows Mobile 6 Classic"" for Pocket PCs without cellular radios.

Windows Mobile 6 is powered by Windows CE 5.0 (version 5.2) and is strongly linked to the then newly introduced Windows Live[5] and Exchange 2007 products. Windows Mobile 6 Standard was first offered on the Orange's SPV E650,[6] while Windows Mobile 6 Professional was first offered on the O2's Xda Terra. Aesthetically, Windows Mobile 6 was meant to be similar in design to the then newly released Windows Vista. Functionally, it works much like its predecessor Windows Mobile 5, but with improved stability.

Along with the announcement of Office Mobile 6.1 with support for Office 2007 document formats (pptx, docx, xlsx); OneNote Mobile, a companion to Microsoft Office OneNote was added to most builds of WM6. In addition to the newly included programs with Office Mobile improvements were made to existing applications, such as HTML email support in Outlook Mobile. Many Windows Mobile users are enterprise users business environments were targeted. With Server Search on Microsoft Exchange 2007, Out of Office Replies with Microsoft Exchange 2007, and search ability for contacts in an Exchange Server Address Book being implemented. To aid development for programmers .NET Compact Framework v2 SP2 is now preinstalled with the OS. Developers and users also have access to Microsoft SQL Server 2005 Compact Edition for storage and retrieval of information. AJAX, JavaScript, and XMLDOM support were added to Internet Explorer Mobile along with improved devicewide Internet Sharing. Communication abilities were further enhanced with a new Microsoft Bluetooth Stack and VoIP (Internet calling) support with acoustic echo cancellation and MSRT Audio Codec.

To improve security Microsoft added Storage Card Encryption so that encryption keys are lost if device is cold-booted. Further updates, both security and feature wise, can now also be provided using Operating System Live Update.

Among other improvements: 320x320 and 800x480 (WVGA) screen resolution support (The S01SH or ""Em One"" by Sharp was the first and only device to have an 800x480 screen on WM5), Improved Remote Desktop access (Available for only certain Pocket PCs), Customer Feedback option, Smartfilter for searching within programs and Unlicensed Mobile Access (UMA) support for select operators."
,https://www.igdb.com/platforms/acpc/version/amstrad-cpc-6128,"[684, 685]","ROM: 48KB, RAM:128KB Upgradeable to 512KB","General Instrument AY-3-8910, 3 Stereo Voices",,"Floppy Disk 3'' , Optional Cassette Tape",Amstrad CPC 6128,amstrad-cpc-6128,"MODE 0: 160x200 16 Colors, MODE 1: 320x200 4 Colors, MODE 2: 640 x 200 2 Colors",bda7591e-cc15-6c56-fffd-02883ceceddc,"Stereo sound output, Centronics port, Extension port, RGB monitor DIN plug, Light pen / gun port",Zilog Z80A 4 MHz,,Motorola 6845,,CP/M 3.0,,,525,"The Amstrad CPC 6128 was a home computer created by british company Amstrad Consumer Plc in 1985. It is the successor of the Amstrad CPC 664, which only lasted 6 months on the market."
[630],https://www.igdb.com/platforms/win/version/windows-98,[644],,,,,Windows 98,windows-98,,489c85fa-7a8a-fbab-fd33-38548c85f6f8,,,,,,,675.0,,533,"Windows 98 is a consumer-oriented operating system developed by Microsoft as part of its Windows 9x family of Microsoft Windows operating systems. The second operating system in the 9x line, it is the successor to Windows 95, and was released to manufacturing on May 15, 1998, and generally to retail on June 25, 1998. Like its predecessor, it is a hybrid 16-bit and 32-bit monolithic product with the boot stage based on MS-DOS.

Windows 98 is a web-integrated operating system that bears numerous similarities to its predecessor. Most of its improvements were cosmetic or designed to improve the user experience, but there were also a handful of features introduced to enhance system functionality and capabilities, including improved USB support and accessibility, as well as support for hardware advancements such as DVD players. Windows 98 was the first edition of Windows to adopt the Windows Driver Model, and introduced features that would become standard in future generations of Windows, such as Disk Cleanup, Windows Update, multi-monitor support, and Internet Connection Sharing."
[631],https://www.igdb.com/platforms/win/version/windows-me,[645],,,,,Windows Me,windows-me,,170f5a87-4f9d-171e-dd41-f9bc377eeb39,,,,,,,676.0,,534,"Windows Millennium Edition, or Windows Me (marketed with the pronunciation of the pronoun ""me""), is an operating system developed by Microsoft as part of its Windows 9x family of Microsoft Windows operating systems. It is the successor to Windows 98, and was released to manufacturing on June 19, 2000, and then to retail on September 14, 2000. It was Microsoft's main operating system for home users until the introduction of its successor Windows XP in 2001.

Windows Me was targeted specifically at home PC users, and included Internet Explorer 5.5 (later default was Internet Explorer 6), Windows Media Player 7 (later default was Windows Media Player 9 Series) and the new Windows Movie Maker software, which provided basic video editing and was designed to be easy to use for consumers. Microsoft also incorporated features first introduced in Windows 2000, which had been released as a business-oriented operating system seven months earlier, into the graphical user interface, shell and Windows Explorer. Although Windows Me was still ultimately based around MS-DOS like its predecessors, access to real-mode DOS was restricted to decrease system boot time."
[632],https://www.igdb.com/platforms/windows-mobile/version/pocket-pc-2002,[646],,,,,Pocket PC 2002,pocket-pc-2002,,943ee03d-2d5e-097e-06b2-ac29a7fb84da,,,,,,,678.0,,535,"Pocket PC 2002, originally codenamed ""Merlin"", was released on October 4, 2001. Like Pocket PC 2000, it was powered by Windows CE 3.0. Although targeted mainly for 240×320 (QVGA) Pocket PC devices, Pocket PC 2002 was also used for Pocket PC phones (Pocket PC 2002 Phone Edition), and for the first time, smartphones (Smartphone 2002). These Pocket PC 2002 Smartphones were mainly GSM devices. With future releases, the Pocket PC and Smartphone lines would increasingly collide as the licensing terms were relaxed allowing OEMs to take advantage of more innovative, individual design ideas.

Aesthetically, Pocket PC 2002 was meant to be similar in design to the then newly released Windows XP. Newly added or updated programs include Windows Media Player 8 with streaming capability, MSN Messenger, and Microsoft Reader 2, with digital rights management support. Upgrades to the bundled version of Office Mobile include a spell checker and word count tool in Pocket Word and improved Pocket Outlook. Connectivity was improved with file beaming on non-Microsoft devices such as Palm OS, the inclusion of Terminal Services and Virtual Private Networking support, and the ability to synchronize folders. Other upgrades include an enhanced UI with theme support and savable downloads and WAP in Pocket Internet Explorer.

On the technical side, Pocket PC 2002 removed MIPS and SuperH chip support, only supporting ARM architecture."
,https://www.igdb.com/platforms/mobile/version/handheld-pc,,,,,,Handheld PC,handheld-pc,,10e5553e-7d85-cc0e-5780-861ba73301ca,,,,,,Windows CE,,,539,"A handheld personal computer (PC) is a miniature computer typically built around a clamshell form factor and is significantly smaller than any standard laptop computer, but based on the same principles. It is sometimes referred to as a palmtop computer, not to be confused with Palmtop PC which was a name used mainly by Hewlett-Packard.

Most handheld PCs use an operating system specifically designed for mobile use. Ultra-compact laptops capable of running common x86-compatible desktop operating systems are typically classified as subnotebooks. The first hand-held device compatible with desktop IBM personal computers of the time was the Atari Portfolio of 1989. Other early models were the Poqet PC of 1989 and the Hewlett Packard HP 95LX of 1991 which run the MS-DOS operating system. Other DOS-compatible hand-held computers also existed. After 2000 the handheld PC segment practically halted, replaced by other forms, although later communicators such as Nokia E90 can be considered to be of the same class.

The name Handheld PC was used by Microsoft from 1996 until the early 2000s to describe a category of small computers having keyboards and running the Windows CE operating system."
[636],https://www.igdb.com/platforms/dos/version/ms-dos,[650],,,,,MS-DOS,ms-dos,,2b072348-9b74-a80b-1257-ff5f916ff327,,,,,,,681.0,,540,"MS-DOS is an operating system for x86-based personal computers mostly developed by Microsoft. Collectively, MS-DOS, its rebranding as IBM PC DOS, and few operating systems attempting to be compatible with MS-DOS, are sometimes referred to as ""DOS"" (which is also the generic acronym for disk operating system). MS-DOS was the main operating system for IBM PC compatibles during the 1980s, from which point it was gradually superseded by operating systems offering a graphical user interface (GUI), in various generations of the graphical Microsoft Windows operating system."
[644],https://www.igdb.com/platforms/game-dot-com/version/initial-version,[654],,"Monaural. Total of four audio channels: two 4-bit waveform generators, one noise generator, and one direct 8-bit PCM output channel","Compete.com serial cable, 14.4 kbit/s modem",ROM Cartridge,Initial version,initial-version,200x160,816f4afc-055f-04b4-232b-d5a11764038a,,10 MHz Sharp SM8521,,,Delphi or alternate ISP through 14.4 kbit/s modem,,596.0,Internal storage,498,"The Game com is a handheld game console released by Tiger Electronics on September 12, 1997. The first version of the Game.com can be connected to a 14.4 kbit/s modem for Internet connectivity, referenced by the "".com"" in the name. It was the first video game console to include a touchscreen and the first handheld console to include Internet connectivity."
,https://www.igdb.com/platforms/hyperscan/version/initial-version,[651],16 MB SDRAM,,,CD-ROM,Initial version,initial-version,640x480,4b02d144-ea96-ef09-c735-8ab7b87519c7,Composite video,Sunplus SPG290 SoC,,Sunplus SPG290 SoC,,,686.0,RFID cards,547,"The HyperScan is a home video game console from the toy company Mattel. The console used UDF format CD-ROMs. The HyperScan has two controller ports, as well as a 13.56 MHz RFID scanner that reads and writes to the ""cards"" which, in turn, activate features in and save data from the game."
[640],https://www.igdb.com/platforms/mega-duck-slash-cougar-boy/version/initial-version,"[652, 653]",16 KB in two 8K chips (Goldstar GM76C88LFW),Built-in speaker (8Ω 200 mW) and stereo headset output,"Serial link for two player games (6 pins), or external joystick.",36 pin ROM cartridge,Initial version,initial-version,160x144,3b09cfff-7923-055b-f4de-59129d63fc92,"2.7"" LCD STN dot matrix screen",4.194304 MHz Sharp LR35902,,,,,687.0,,548,"The Mega Duck is a handheld game console that was developed and manufactured by Hong Kong-based Welback Holdings through its Timlex International division, and released in 1993. It was marketed under various different brands worldwide including Creatronic and Videojet, and the shell of the console came in white or black plastic. In South America (mainly in Brazil), the Chinese-made Creatronic version was distributed by Cougar USA, also known as ""Cougar Electronic Organization"", and sold as the ""Cougar Boy"". Cougar USA didn't release the Cougar Boy in its origin country.

The Cougar Boy came with a 4-in-one game cartridge and a stereo earphone. With an external joystick (not included) two players could play against each other simultaneously."
,https://www.igdb.com/platforms/legacy-computer/version/initial-version,,,,,,Initial version,initial-version,,bf649b3f-a46a-2a05-063d-6235fd6d3d47,,,,,,,,,549,
[645],https://www.igdb.com/platforms/atari-jaguar-cd/version/initial-version,"[655, 656]",,,,"CD-ROM, ROM cartridge",Initial version,initial-version,,a26e3ba0-9061-9e24-01ec-01841244011c,,,,,AtariNet,,688.0,Memory Track cartridge,550,"The Atari Jaguar CD is a CD-ROM peripheral for the Atari Jaguar video game console. The device sits atop the Jaguar console, fitting into the ROM cartridge slot. The drive has its own cartridge slot to allow cartridge games to be played without removing the CD drive, and to run software that used cartridge and CD in tandem."
,https://www.igdb.com/platforms/handheld-electronic-lcd/version/initial-version,,,,,,Initial version,initial-version,,d1ed4d39-d5c9-4d02-537e-7adbd7c046d4,,,,,,,,,551,
[646],https://www.igdb.com/platforms/leapster/version/initial-version,[657],2 MB,Proprietary hardware audio acceleration,,4-16 MB cartridge,Initial version,initial-version,160x160,ed80fdcc-3f91-1a94-34d4-0cecc14048cf,,96 MHz ARCTangent-A5,,4 MB ATI chip,,,689.0,"256 bytes onboard, 2-512 KB on cartridges",552,"The Leapster Learning Game System is an educational handheld game console aimed at 5 to 10-11 year olds (preschool to fourth grade), made by LeapFrog Enterprises. Its games teach the alphabet, phonics, basic math (addition, subtraction, multiplication, division), and art and animal facts to players. Along with a directional pad, the system features a touchscreen with a stylus pen that enables young users to interact directly with the screen."
[647],https://www.igdb.com/platforms/leapster-explorer-slash-leadpad-explorer/version/initial-version,[658],64 MB DDR SDRAM,,,ROM Cartridge,Initial version,initial-version,320x240,ddd842c0-db98-ec71-1bae-ef855816426e,,393 MHz ARM9-based processor,,,,Linux,,512 MB,553,The Leapster Explorer is a handheld console developed and marketed by LeapFrog Enterprises as the third generation of the successful Leapster series. It is aimed at children aged 4 to 9. The LeapPad Explorer was the first release in a new line of LeapPad products after the discontinuation of the original LeapPad line. Games for each system are cross-compatible.
"[648, 649]",https://www.igdb.com/platforms/leaptv/version/initial-version,"[659, 660]",1GB DDR3 RAM,,"Wi-Fi, Bluetooth","ROM Cartridge, Video CD (Malaysia only)",Initial version,initial-version,"1280x720, 640x480 (Malaysia only)",0d18d1da-477d-77af-8331-f4c17ffd1afb,"HDMI, composite video (Malaysia only)",1 GHz quad core custom processor,,,LeapFrog,,690.0,16 GB,554,"LeapTV is an educational video game console developed by LeapFrog and released on October 20, 2014. The console consists of the main unit, a TV-connected motion sensing camera, and a modifiable controller for different play styles.

The Malaysian version is known as LeapTV VCD, as it uses Video CDs."
[650],https://www.igdb.com/platforms/watara-slash-quickshot-supervision/version/initial-version,[661],,"2 Tonal + 1 Noise Channel, additional audio DMA stereo output channel. Built-in speaker and headphone jack.",Two Player Link using DE-9 connector,ROM Cartridge,Initial version,initial-version,160x160 in 4 color greyscale,52336677-f6d7-2067-f113-8cc6586b23bf,TV Adpater,4 MHz 8-bit 65SC02,,,,,691.0,,555,"The Watara Supervision, also known as the QuickShot Supervision in the UK, is a monochrome handheld game console, originating from Asia, and introduced in 1992 as a cut-price competitor for Nintendo's Game Boy. One unique feature of the Supervision was that it could be linked up to a television via a link cable. Games played in this way would display in four colors."
"[651, 652]",https://www.igdb.com/platforms/nintendo-64dd/version/initial-version,[662],,,22.8 kbps dial-up modem,64 MB magnetic disk,Initial version,initial-version,,401ff879-d203-c235-1c1a-ee8d5cac8c40,,,,,Randnet,,692.0,Rewritable magnetic disk,556,"The Nintendo 64DD is a magnetic floppy disk drive peripheral for the Nintendo 64 game console developed by Nintendo. It was announced in 1995, prior to the Nintendo 64's 1996 launch, and after numerous delays was released in Japan on December 13, 1999. The ""64"" references both the Nintendo 64 console and the 64MB storage capacity of the disks, and ""DD"" is short for ""disk drive"" or ""dynamic drive"".

Plugging into the extension port on the underside of the console, the 64DD allows the Nintendo 64 to use proprietary 64MB magnetic disks for expanded and rewritable data storage, a real-time clock for persistent game world design, and a standard font and audio library for further storage efficiency. Its games and hardware accessories let the user create movies, characters, and animations to use within various other games and to be shared online. The system could connect to the Internet through a dedicated online service, Randnet, for e-commerce, online gaming, and media sharing."
[653],https://www.igdb.com/platforms/palm-os/version/initial-version,[663],,,,,Initial version,initial-version,,0072e4bb-3b1a-776a-bc5d-e78c11d55f53,,,,,,,693.0,,557,"Palm OS is a discontinued mobile operating system initially developed by Palm, Inc., for personal digital assistants (PDAs) in 1996. Palm OS was designed for ease of use with a touchscreen-based graphical user interface. It is provided with a suite of basic applications for personal information management. Later versions of the OS have been extended to support smartphones."
[685],https://www.igdb.com/platforms/arduboy/version/initial-version,[671],2.5 KB,Stereo piezoelectric speakers,microUSB,digital distribution,Initial version,initial-version,128x64,a0a8f7b4-7409-90f0-d226-4d8dea8da887,1.3 inch 128x64px 1-bit OLED display,8-bit ATMega32u4,,,,,726.0,"32 KB flash, 1 KB EEPROM",588,"The Arduboy is a handheld game console with open source software, based on the Arduino hardware platform. The original version of the Arduboy was 0.063 in thick, with the height and width of a credit card, and was initially designed by Kevin Bates as an electronic business card. A consumer version came later and was funded through a Kickstarter crowdfunding campaign."
[686],https://www.igdb.com/platforms/vsmile/version/initial-version,[672],,Mono/stereo sound through RCA,,ROM cartridges,Initial version,initial-version,320x240,5d030537-4f65-4228-9fc5-7d93435b1d57,Composite video,Sunplus SPG2xx,,,,,727.0,,589,"The V.Smile was a sixth-generation educational home video game console manufactured and released by VTech. Titles are available on ROM cartridges called ""Smartridges"", to play off the system's educational nature. The graphics are primarily sprite-based. The console is often sold bundled with a particular game, with most of them having a game called Alphabet Park Adventure. Several variants of the V.Smile console are sold including handheld versions, or models with added functionality such as touch tablet integrated controllers or microphones. The V-Motion is a major variant with its own software lineup that includes motion sensitive controllers, and has Smartridges designed to take advantage of motion-related ""active learning"". The V-Motion and Smartridges however, are fully backwards compatible with other V.Smile variants and V.Smile Smartridges, and a V-Motion Smartridge can also be played on V.Smile console or handheld, albeit with limited functionality. However, in 2010, the new and old models of the V.Smile were discontinued. VTech still made games for the V.Smile until 2012."
[695],https://www.igdb.com/platforms/pocketstation/version/initial-version,[677],2KB SRAM,1 miniature speaker (10-bit PCM),"Infrared, memory card slot connector",,Initial version,initial-version,32x32 dots,5886b97c-bf4f-d0fc-da1b-f4b2ee9436ef,Monochrome LCD,ARM7T (32 bit RISC processor),,,,,732.0,128KB Flash RAM,591,"The PocketStation is a Memory Card peripheral by Sony Computer Entertainment for the PlayStation home video game console. Categorized by Sony as a combination of a Memory Card and a miniature personal digital assistant, the device features a monochrome liquid crystal display (LCD), infrared communication capability, a real-time clock, built-in flash memory, and sound capability. To use the device's memory card functionality, it must be connected to a PlayStation through a memory card slot.

Software for the PocketStation was typically distributed as extras for PlayStation games, included in the CD-ROM, enhancing the games with added features. Stand-alone software could also be downloaded through the PlayStation console. The software is then transferred to the PocketStation for use. A built-in infrared data interface allows direct transfer of data such as game saves between PocketStation units, as well as multiplayer gaming."
[700],https://www.igdb.com/platforms/visual-memory-unit-slash-visual-memory-system/version/initial-version,"[673, 674, 675, 676]",28KB Flash Memory,1-channel PWM sound source,Multi-purpose connector for linking to Dreamcast controller and other VMUs,,Initial Version,initial-version,48x32 dots,9ef9d863-de01-081e-dd66-0b71b1eb9b0c,1.46 in × 1.02 in LCD,8-bit Sanyo LC8670,,,,,728.0,100KB Flash Memory,590,"The Visual Memory Unit is the primary memory card produced by Sega for the Dreamcast home video game console. The device features a monochrome liquid crystal display (LCD), multiplayer gaming capability (via connectors at the top), second screen functionality, a real-time clock, file manager, built-in flash memory, and sound capability.

While its most basic function is as a removable storage device, the VMU may also serve as an auxiliary display during normal gameplay and, through the use of additional software (distributed as extras on Dreamcast GD-ROMs), acts as a handheld game console. Console-like features of the VMU include a screen, speaker, proper directional pad, four action buttons, the ability to connect and interact with other VMUs, and the ability to download additional games."
,https://www.igdb.com/platforms/meta-quest-2/version/oculus-quest-2,,,,,,Oculus Quest 2,oculus-quest-2,,0c4a02ff-05ca-1fd7-df89-8b7bbd6ec95f,,,,,,,,,507,
,https://www.igdb.com/platforms/playstation-vr2/version/initial-version,[678],,,,,Initial version,initial-version,,dcea298a-4332-d039-bb85-277ef28ad8df,,,,,,,738.0,,512,
,https://www.igdb.com/platforms/epoch-cassette-vision/version/initial-version,,,,,,Initial version,initial-version,,613716b8-e0ce-8029-2321-05c74ab06eb0,,,,,,,744.0,,493,
,https://www.igdb.com/platforms/epoch-super-cassette-vision/version/initial-version,,,,,,Initial version,initial-version,,6375c684-1ac9-370f-6353-bf593cb1903e,,,,,,,743.0,,494,
,https://www.igdb.com/platforms/casio-loopy/version/initial-version,,,,,,Initial version,initial-version,,c216b32a-3da9-9bba-e2c7-eb750bd9fceb,,,,,,,742.0,,499,
,https://www.igdb.com/platforms/zeebo/version/initial-version,"[441, 682]",160 MB DDR SDRAM,"MP3, MIDI, PCM, ADPCM, CMX","1 SD card slot, 3 USB ports",,Initial version,initial-version,640x480,57e558b7-e3af-473f-9196-0602f27bd1f7,Composite video,ARM 11 528Mhz,,Qualcomm Adreno 130,ZeeboNet 3G made by Claro (Brazil) and Telnet (Mexico),BREW 4.0.2,429.0,1GB,357,"Zeebo is a 3G-enabled entertainment and education system from Zeebo Inc. It enables users to play video games, and also connect to the Internet, communicate online and run educational applications."
[707],https://www.igdb.com/platforms/sinclair-zx81/version/initial-version,[611],1KB,None,,,Initial version,initial-version,256x192 pixels,29901e60-0a5c-d677-5639-f80c97a3738a,,Z80 3.25 Mhz,,,None,Sinclair Basic,603.0,External Compact Cassette,491,"The ZX81 is designed to be a low-cost introduction to home computing for the general public. More than 1.5 million units were sold.

The ZX81 is equiped with 1KB memory, the operating system is driven by a Basic variant called Sinclair Basic. Programs or data can be stored on compact cassette's by connecting them to an audio output of the ZX81 (EAR).

The ZX81 has an Rf output to be connected to a TV and produces no sound.

Expansion modules exist like a 16KB memory expansion modules and a printer. Also many other thirth party expansion modules are developed, like better keyboard, printers and others.

Most commercial software like games or tools were written for use with a 16K expansion module.

The ZX81 is known as the Timex 1000 on the US market."
,https://www.igdb.com/platforms/meta-quest-2/version/meta-quest-2,[688],,,,,Meta Quest 2,meta-quest-2,,862084ba-a389-f34a-c50f-1d371b0c60e9,,,,,,,756.0,,593,Meta Quest 2 is a virtual reality headset developed by Meta Platforms.
[710],https://www.igdb.com/platforms/evercade/version/evercade-exp,[686],4GB Built-in Memory,Stereo Speakers,Built-in WiFi,Cartridges,Evercade EXP,evercade-exp,"800x480, 480x800 (TATE Mode)",ae8614c5-b113-917c-4ea0-c392c9bf2f95,"720p Mini-HDMI, 3.5mm Headphone Jack",1.5Ghz Processor,,4.3” IPS Screen,,,754.0,,594,"The Evercade EXP features 18 built-in games from Capcom and the new TATE mode.
The Capcom games included are 1942, 1943, 1944: The Loop Master, Bionic Commando, Captain Commando, Commando, Final Fight, Forgotten Worlds, Ghouls ‘n Ghosts, Legendary Wings, MERCS, Street Fighter II’: Hyper Fighting, Strider, Vulgus, Mega Man, Mega Man 2, Mega Man X and Breath of Fire.

The Evercade EXP features a high resolution IPS screen for greater viewing angles and better quality, built-in WiFi for easy updates and the brand new TATE mode, that allows for seamless and comfortable vertical gaming using dedicated buttons."
[611],https://www.igdb.com/platforms/oculus-quest/version/initial-version,,,,,,Initial version,initial-version,,4143fa0e-3172-658e-a049-dbda91175aca,,,,,,,619.0,,505,The Oculus Quest is the first iteration of the brand of standalone virtual reality headsets sold by Facebook (now named Meta) and developed by Oculus (now merged into the Meta company). It was released on May 21st 2019.
,https://www.igdb.com/platforms/c64/version/commodore-64c,[691],64KB,SID: MOS 8580,,,Commodore 64C,commodore-64c,,6d508a26-012d-8f27-c1d1-3928b5ea1047,,MOS 6510,,VIC-II,,Commodore 64 BASIC V2,759.0,,595,"The C64's designers intended the computer to have a new, wedge-shaped case within a year of release, but the change did not occur. In 1986, Commodore released the 64C computer, which is functionally identical to the original. The exterior design was remodeled in the sleeker style of the Commodore 128. The 64C uses new versions of the SID, VIC-II, and I/O chips being deployed. Models with the C64E board had the graphic symbols printed on the top of the keys, instead of the normal location on the front. The sound chip (SID) was changed to use the MOS 8580 chip, with the core voltage reduced from 12V to 9V. The most significant changes include different behavior in the filters and in the volume control, which result in some music/sound effects sounding differently than intended, and in digitally-sampled audio being almost inaudible, respectively (though both of these can mostly be corrected-for in software). The 64 KB RAM memory went from eight chips to two chips. BASIC and the KERNAL went from two separate chips into one 16 KB ROM chip. The PLA chip and some TTL chips were integrated into a DIL 64-pin chip. The ""252535-01"" PLA integrated the color RAM as well into the same chip. The smaller physical space made it impossible to put in some internal expansions like a floppy-speeder. In the United States, the 64C was often bundled with the third-party GEOS graphical user interface (GUI)-based operating system, as well as the software needed to access Quantum Link. The 1541 drive received a matching face-lift, resulting in the 1541C. Later, a smaller, sleeker 1541-II model was introduced, along with the 800 KB 3.5-inch microfloppy 1581."
