standalone_expansions,player_perspectives,category,cover,url,aggregated_rating,total_rating_count,alternative_names,genres,remasters,bundles,keywords,tags,expansions,age_ratings,storyline,involved_companies,name,slug,checksum,rating_count,videos,version_title,screenshots,game_modes,themes,artworks,external_games,language_supports,websites,rating,ports,franchises,game_engines,platforms,created_at,updated_at,parent_game,aggregated_rating_count,version_parent,expanded_games,game_localizations,collection,multiplayer_modes,first_release_date,remakes,similar_games,dlcs,status,total_rating,follows,hypes,release_dates,id,franchise,summary
,[4],0,141512.0,https://www.igdb.com/games/backbone,77.5,21.0,,"[2, 12, 31, 32]",,[234979],"[426, 429, 1136, 1653, 1900, 2425, 17088]","[20, 43, 268435458, 268435468, 268435487, 268435488, 536871338, 536871341, 536872048, 536872565, 536872812, 536873337, 536888000]",,"[56870, 124261, 134608, 134609, 134610]",,"[154950, 195796]",Backbone,backbone,05ad4192-80f0-0f9b-d0c9-dfd2c18da3dd,17.0,"[19174, 33883, 49773]",,"[211099, 402683, 402684, 402685, 402686, 402687, 472513, 472514, 472515, 472516, 472517, 472518]",[1],"[20, 43]","[881, 882, 11617, 11618]","[1182742, 1775253, 1913945, 2070656, 2118541, 2181679, 2565309, 2591031, 2600530, 2625778, 2638001, 2659604]","[123169, 123170, 123171, 123172, 123173, 123174, 123175, 123176, 123177, 123179, 123181, 123183, 123184, 123185, 123186, 123187, 123188, 123189, 123190, 505378]","[77923, 77924, 83761, 169347, 183465, 185525, 290734, 388436, 543884]",68.24321979134483,,,[439],"[3, 6, 14, 48, 49, 130, 167, 169]",1524513146,1688760832,,4.0,,,,8797.0,,1623110400.0,,"[236, 17548, 18011, 25222, 55984, 80916, 81275, 89597, 96217, 106987]",,,72.8716098956724,1.0,8.0,"[246230, 246231, 246232, 322544, 322545, 322546, 322547, 340243, 340244, 344285]",97257,,"Unfold the mysteries of a dystopic animal society inhabiting retrofuturistic Vancouver in a noir stealth adventure coming in 2019.

Backbone is a pixel art cinematic adventure with stealth and action elements. As a private investigator Howard Lotor you are set to solve detective cases, interrogate witnesses, explore the intriguing retrofuturistic Vancouver, and sneak your way to safety using smell-based stealth mechanics.

Backbone collides the visual and social contrasts of film noir with anthropomorphic animals and dystopian fiction. Crawl through the dark alleys of pixelated Vancouver, and experience the impactful storyline focused on themes of power and prejudice."
,,0,94552.0,https://www.igdb.com/games/bounty-battle,,,,"[4, 32, 33]",,,,"[1, 268435460, 268435488, 268435489]",,"[37590, 68245, 94120, 135323, 135324, 135325, 135326]",,"[94226, 128658]",Bounty Battle,bounty-battle,859180d7-fdcd-e5f9-b863-e43129178fad,,[40197],,"[249710, 249711, 249712, 249713, 249714, 249715, 249716, 249717, 249718, 249719, 249720, 249721]","[1, 2]",[1],[12426],"[1465155, 1774598, 1913329, 1941705, 1941778, 2086987, 2116473, 2125314, 2171919, 2584090, 2598470, 2603783, 2604061]","[71922, 71924, 71926, 71927, 71928, 71929, 71930, 71931, 71932, 71933, 71934, 142985]","[89508, 89509, 387840]",,,,,"[6, 48, 49, 130]",1535963056,1688760831,,,,,,,,1599696000.0,,"[25640, 43367, 59858, 90011, 96217, 103369, 107262, 111130, 113895, 121036]",,,,,,"[209341, 209342, 209343, 209344, 337409]",107873,,"Bounty Battle is the indie fighting game -- a new multiplayer 2D fighting game, where you can square off as your favorite indie hero against other indie heroes from games like Guacamelee!, Darkest Dungeon, Dead Cells, and Psychonauts 2 among other awesome indies. The game features more than 30 character, each with their own companion Minion and unique abilities. It’s Super Smash Bros. meets indie games where you battle across levels inspired from indie game worlds with up to 4 players"
,"[1, 7]",0,73732.0,https://www.igdb.com/games/gadgeteer,,0.0,"[24372, 102032, 104172]","[9, 13, 32]",,,,"[33, 268435465, 268435469, 268435488]",,"[60395, 109734]",,[77943],Gadgeteer,gadgeteer,e46b8e68-980c-e023-7e0f-5bb93b702bef,0.0,"[26736, 26737]",,"[218311, 218312, 218313, 218314, 218315]",[1],[33],[31931],"[998737, 1883930, 2171553, 2190109, 2581437, 2582383]","[150410, 150411, 150412, 150413, 150414, 150415, 150416, 150417, 150418, 150419, 556844, 556845, 556846, 556847, 556848, 556849, 556850, 556851, 556852, 556853, 556854, 556855, 556856, 556857, 556858, 556859, 556860, 556861, 556862, 556863]","[81728, 105047, 105048, 105049, 105050, 105051, 369700]",70.0,,,,"[163, 165, 384, 386]",1528460617,1688760809,,,,,"[10986, 20699]",,,1555977600.0,,"[25222, 28277, 31515, 34823, 36269, 37419, 51577, 55689, 65827, 106992]",,4.0,70.0,,,"[177867, 252841, 347073, 347074]",103264,,"Gadgeteer is a VR puzzle game where you build chain reaction machines to solve fun, intricate puzzles. Your machines will use gadgets and objects to launch, bump, twist, and turn—creating crazy chain reactions that may even end up tearing apart the fabric of space-time."
,[4],0,131928.0,https://www.igdb.com/games/super-smash-bros,85.0,343.0,"[33555, 33557, 33559, 38923, 38964, 96795, 98910, 119104]","[4, 8]",,,"[249, 409, 1075, 1654, 2555, 2646, 4266, 4477, 9641, 16800, 25315, 26906, 27048, 37741]","[40, 268435460, 268435464, 536871161, 536871321, 536871987, 536872566, 536873467, 536873558, 536875178, 536875389, 536880553, 536887712, 536896227, 536897818, 536897960, 536908653]",,"[49228, 68547, 82857]",,"[98843, 98844]",Super Smash Bros.,super-smash-bros,1436149d-4fb0-c457-a743-e727eed066e9,342.0,"[35902, 60119, 60120]",,"[384026, 384028, 384029, 384030, 384031, 384032, 384033]","[1, 2, 3, 4]",[40],"[52585, 52586, 71401, 87568, 87979]","[28476, 139638, 189936, 220761, 246327, 1933129, 1936280]","[473300, 473301, 473302, 473303, 473439, 685768, 685769]","[51114, 51115, 250320, 513532]",81.4245285307558,,"[24, 60, 123, 596, 756, 763, 771, 789, 845, 1567, 1764, 1787]",,"[4, 5]",1350827648,1688760804,,1.0,,,"[287, 405]",325.0,[17229],916876800.0,,"[1627, 14247, 27419, 90101, 96452, 112138, 115276, 115653, 132730, 184099]",,,83.2122642653779,83.0,,"[89777, 89778, 89779, 143889, 143890, 143891, 195644, 329073, 379473]",1626,24.0,"Super Smash Bros. is a crossover fighting video game between several different Nintendo franchises, and the first installment in the Super Smash Bros. series. Players must defeat their opponents multiple times in a fighting frenzy of items and power-ups. Super Smash Bros. is a departure from the general genre of fighting games: instead of depleting an opponent's life bar, the players seek to knock opposing characters off a stage. Each player has a damage total, represented by a percentage, which rises as the damage is taken."
,[4],0,138187.0,https://www.igdb.com/games/shantae-half-genie-hero,80.75,67.0,"[4552, 10767]","[8, 31, 32]",,,"[4, 426, 477, 1158, 4134, 4145, 4168, 4224, 4297, 4882, 4883, 4957, 5009, 5328, 5379]","[1, 17, 27, 268435464, 268435487, 268435488, 536870916, 536871338, 536871389, 536872070, 536875046, 536875057, 536875080, 536875136, 536875209, 536875794, 536875795, 536875869, 536875921, 536876240, 536876291]",,"[10355, 33038, 67440, 108207, 126554, 126555]","""Shantae is roused from a deep sleep, suddenly alert. She plunges into the moonlit forest in search of answers. In nearby Scuttle Town she discovers a mysterious trapdoor, and beyond that, a luminous subterranean cavern. A familiar voice calls out, drawing Shantae to a beautiful fountain. Touching its waters she is immediately spirited away to the fabled Genie Realm. At her feet a magical seal swells as some powerful evil seeks escape. The chamber trembles with a deep, bellowing roar and everything goes white. Shantae sits upright, back in her bed. Was it just a dream? Or a vision of things to come?""","[42441, 132221]",Shantae: Half-Genie Hero,shantae-half-genie-hero,6691b8c3-f983-b9e8-7e06-d03f81eddd6a,50.0,"[7990, 7991, 11411]",,"[23274, 23275, 23276, 23277, 23278, 172129, 172130, 172131, 172132, 172133, 172134]",[1],"[1, 17, 27]",[10823],"[12281, 82640, 82642, 82644, 117173, 190213, 210881, 220185, 220186, 248662, 399658, 399659, 1237671, 2591154]","[117016, 117017, 117018, 117019, 117020, 117021]","[10803, 11043, 11044, 66558, 335821]",81.04074492640851,,,,"[6, 41, 46, 48, 49, 130]",1434188337,1688760792,,17.0,,,,1140.0,,1482192000.0,,"[3222, 19150, 20329, 20342, 22387, 24426, 36198, 55173, 55190, 56033]","[55176, 76945]",,80.89537246320425,29.0,2.0,"[61897, 61898, 61899, 61900, 61901, 61902, 61903, 61904, 76210, 80748, 136278]",11078,,"Shantae embarks on her first full HD adventure! After three highly successful outings with Shantae, Shantae: Risky's Revenge, and Shantae and the Pirate's Curse, Shantae and her friends finally get a full HD console-based sequel! Boasting vivid, detailed high-definition graphics that retain the 2D hand-drawn sprites the series is known for, this newest entry in the Shantae series almost looks like a playable TV show! Presented as a stage-based 2.5D platformer with heavy exploration elements, Shantae uses her trademark Hair-Whip Attack to dispatch enemies, then takes advantage of her Belly Dance Magic to transform into 8 different forms that each have their own unique abilities and move sets. As new forms are mastered, old stages can be re-explored to unearth new items and secrets, ensuring there's plenty of content on offer for novices and platforming gurus alike. Topple the villainous Baron behind each criminal caper afflicting Sequin Land, and prepare for the ultimate showdown against Shantae's arch-nemesis: that bodacious buccaneer, Risky Boots!"
,[2],0,70586.0,https://www.igdb.com/games/vane,48.42857142857143,21.0,,"[9, 31, 32]",,,"[69, 1033, 1459, 4768]","[1, 17, 22, 268435465, 268435487, 268435488, 536870981, 536871945, 536872371, 536875680]",,[23735],A child with an odd ability stuck in a strange land. A dangerous natural environment inhabited by a strange civilization. Vane is an open-world adventure game based on mystery and exploration.,"[208404, 208405]",Vane,vane,acb1af3d-86e6-6eeb-0ebf-d59f69218491,13.0,"[5060, 11476, 24202]",,"[11770, 11771, 11772, 11773, 11774]",[1],"[1, 17, 22]",[6129],"[84354, 114371, 1696980, 1716936, 2171007, 2581361]","[168446, 168447, 168448, 168449, 168450, 168451, 168452, 168453, 168454, 168455, 168456, 168457, 168458, 168459]","[4100, 97767, 97768, 105506, 351109]",54.8951294181382,,,[13],"[6, 48]",1439568775,1688760780,,8.0,,,,,,1547510400.0,,"[24426, 25646, 28070, 28168, 28309, 36198, 47823, 55190, 96217, 106987]",,,51.66185042335482,18.0,11.0,"[161993, 417589]",11669,,"Vane is an atmospheric adventure about unraveling the secrets of an unknown land, finding your place in it, and pulling at the threads of the world to make a change. The shifting sands glimmer with meaning, ancient ruins resonate with power, but in the distance a billowing threat looms. Find your way."
,"[3, 4]",0,266341.0,https://www.igdb.com/games/pokemon-silver,85.0,291.0,"[30009, 30010, 30012, 52190, 74049, 74050, 112333, 115887, 115888, 115889, 115890]","[12, 16, 31]",,,"[247, 4370, 30703]","[1, 17, 35, 268435468, 268435472, 268435487, 536871159, 536875282, 536901615]",,"[14356, 64719, 98541, 117670]",,"[134659, 134661]",Pokémon Silver,pokemon-silver,96d810a2-a7ea-d92b-e4da-cf8e8ad731b5,289.0,[16636],,"[499857, 499858, 499859]","[1, 2]","[1, 17, 35]",[73454],"[34228, 219639, 1930736, 1933122, 1953709, 2611425]","[495179, 495180, 495181, 495182, 495183]","[9560, 127693, 204981, 204982, 204983, 204984, 204985, 204986, 411087, 514301]",88.18260138097071,,[60],,"[22, 37]",1349812195,1688760775,,2.0,,[1514],"[2810, 25941]",314.0,[14927],943142400.0,[1520],"[1561, 27092, 55199, 81249, 96217, 103168, 103303, 106987, 113360, 115653]",,,86.59130069048535,114.0,,"[51338, 51339, 51340, 142339, 142340, 169169]",1513,,"Pokémon Silver, along with Pokémon Gold, are the sequels to Pokémon Red and Blue. They offer 100 new Pokémon to capture and train, 8 more Gyms to take on and a new Pokémon League challenge. Featuring an expanded post-game, Pokémon Gold and Silver additionally offer extra content from the previous entries in the series."
,,0,154641.0,https://www.igdb.com/games/bocce,,,"[68849, 106855, 106867]",[14],,,,[268435470],,"[42121, 53239]",,"[140026, 140027]",Bocce,bocce,bdf03153-5bee-2d7d-b439-a57ec22a9fef,,,,"[492660, 492661, 492662, 492663]",,,[17419],"[146433, 1593204, 2451097, 2581262, 2582399, 2599579]",[141250],[350934],,,,,"[48, 130]",1512981456,1688760770,,,,,[9861],,,1624665600.0,,"[93920, 109606, 114286, 116343, 116349, 116350, 116351, 116352, 116353, 119947]",,,,,,"[291641, 338374, 371685]",77184,,Bocce is a video game based on the Italian sport of the same name.
,[3],9,136533.0,https://www.igdb.com/games/disgaea-1-complete,80.5,10.0,"[36686, 36687, 36688, 36690, 102100, 103077]","[12, 13, 15, 16, 24, 31]",,,"[78, 1069, 2163, 2590, 2639, 3126]","[1, 17, 27, 268435468, 268435469, 268435471, 268435472, 268435480, 268435487, 536870990, 536871981, 536873075, 536873502, 536873551, 536874038]",,"[25500, 28660, 92995, 97217]","The story of Disgaea opens with Laharl rising out of an open coffin in his room. Etna, one of the castle vassals, is standing next to him, surrounded by various weapons. She explains that he has been sleeping for two years, far longer than he intended, and his father, King Krichevskoy, has died. Laharl vows to reclaim the throne, and, after consulting with Etna and his other vassals, goes to Vyers' castle.

After defeating the demon Vyers, who refers to himself as the ""Dark Adonis"" and is renamed ""Mid-Boss"" by Laharl, he meets Angel Trainee Flonne. Flonne had been sent to the Netherworld by Seraph Lamington, the ruler of Celestia, to assassinate King Krichevskoy (who was already dead). Shocked by Laharl's lack of grief at his father's death, the eternally optimistic Flonne joins Laharl's party to determine if demons are capable of feeling love. Observing them in secret is the paranoid Archangel Vulcanus, who interprets Flonne's actions as treason and is convinced that she is plotting against him.

After Etna demands that Laharl pay the salary of the Prinnies that she has hired, he decides to attack the demon with the most money in the vicinity. This is Hoggmeiser at Dinero Palace. After defeating Hoggmeiser, Laharl is about to kill him, until Hoggmeiser's son rushes out and gets in the way. Flonne convinces Laharl to spare them, and Laharl lets them keep some of the money. In response to this act, Hoggmeiser joins the party.

At one point, Flonne and Etna discover a photograph of Laharl in an embarrassing situation. Laharl refers to this as a ""paparazzi shot"", however, the actual contents of the photo are never actually revealed. A threat on the back of the photograph states that copies of it would be distributed if Laharl did not accept a challenge to fight for the overlordship; thus Laharl was blackmailed.

Responding to this challenge, Laharl meets Maderas, a vampire. He was banished by King Krichevskoy, for stealing the King's favorite snack, black pretzels. Maderas takes advantage of Laharl's two biggest weaknesses – optimism and women with sexy bodies. Maderas was also controlling Etna by holding her memory. He had instructed her to kill the prince, but she had put him to sleep for two years by poisoning him instead. Etna eventually betrays Maderas, and along with Laharl, Flonne, and Mid-Boss, defeats him.","[102562, 102563]",Disgaea 1 Complete,disgaea-1-complete,0617b14d-14e4-f0c7-a93c-eba6667c0c47,7.0,"[21026, 21027, 21938, 33398]",,"[210746, 210747, 210748, 389782, 389783, 389784]",[1],"[1, 17, 27]",[12121],"[395113, 505159, 541999, 1315478, 1594236, 1603246, 1930224, 1930581, 1934325, 1936569, 1999550, 2086859, 2087123, 2173126, 2220738, 2225771, 2579968, 2585034, 2596631]","[496848, 496850]","[80835, 131609, 131610, 145020, 145021, 145022, 174171, 174172, 174173, 259197]",72.26118500604595,,[2054],,"[34, 39, 48, 130]",1516290594,1688760758,34392.0,3.0,,,"[10179, 20548]",987.0,,1532563200.0,,"[13196, 24426, 25311, 26574, 26845, 27092, 27209, 35994, 96217, 119171]",,,76.38059250302297,6.0,1.0,"[154016, 154017, 154018, 154019, 155313, 155314, 155315, 155316, 157772, 157773, 201146, 342275]",82373,,"A version of Disgaea: Hour of Darkness, including the added content in Afternoon of Darkness and Disgaea PC, was released for Nintendo Switch and PlayStation 4 on October 9, 2018, retitled as Disgaea 1 Complete. Some elements of the game were updated, including adding new higher resolution sprites in the same style as Disgaea 5, changing character art images with the Disgaea 5 artstyle, as well as retroactively replacing some generic humanoid and monster classes that did not appear since Disgaea: Hour of Darkness with classes that do appear in later games in the series."
,,0,98901.0,https://www.igdb.com/games/meow-motors,61.0,3.0,,"[10, 32, 33]",,,"[280, 570, 871, 1511, 4329]","[1, 268435466, 268435488, 268435489, 536871192, 536871482, 536871783, 536872423, 536875241]",,"[41493, 58810]","Meow Motors is a kart racer where cats rule the show. It's definitely a nice PC (and later xbox & ps) alternative to Mario Kart with vivid graphics, unique design style and cutest characters.","[69289, 130008]",Meow Motors,meow-motors,d59fb23d-6aa3-170f-3cf9-0a8f87ba6e7a,0.0,[21934],,"[244113, 244114, 244115, 244116, 244118, 244120, 244122, 244127, 244128, 244129, 244130, 244131, 244132, 244133, 244134, 244135, 244136, 244137, 244138, 244139, 244140, 244141, 244142, 244143, 244144, 244145, 244146, 244147]","[1, 2, 3, 4]",[1],[16327],"[830359, 1574945, 1709208, 1719977, 2089205, 2173093, 2581258, 2584055]","[497521, 497522, 497523, 497524, 497525, 497526, 497527, 497528]","[81546, 81547, 88076, 88077, 88078, 88079, 352094]",70.0,,,[439],"[6, 48, 49, 130]",1527150679,1688760751,,3.0,,,,,[8925],1528070400.0,,"[37419, 38967, 43367, 56033, 96217, 105011, 106987, 111130, 113895, 121036]",,4.0,65.5,1.0,,"[157759, 194437, 251180, 288960, 347821, 347822]",102208,,"Meet kitties as the main heroes of the new go-kart racing game! Overcome difficulties of the tracks drifting through mines and bombs, stop
your competitors blasting them with bubble gum and other astonishing weapons. And don’t forget to gather power-ups to be the fastest on the track."
,[2],0,94404.0,https://www.igdb.com/games/atelier-ryza-ever-darkness-and-the-secret-hideout,77.28571428571429,18.0,"[24867, 25288, 25289, 25290, 82022, 86513, 111562]","[12, 31]",,,"[510, 2390, 2399, 2668]","[17, 268435468, 268435487, 536871422, 536873302, 536873311, 536873580]",,"[30422, 30423, 77383, 98076]","The game follows the story of Reisalin Stout, a girl living on Kurken Island seeking adventure. One summer day, she finds an abandoned rowboat and ventures to the mainland with her friends Lent Marslink and Tao Mongarten. Along the way, save the daughter of a traveling merchant and meet the alchemist Empel Vollmer with his companion Lila Decyrus, which starts Ryza on the path of learning alchemy and her interlining adventures and soon discover the real truth about her home.","[79547, 79548, 82600, 82601]",Atelier Ryza: Ever Darkness & the Secret Hideout,atelier-ryza-ever-darkness-and-the-secret-hideout,d4cbac54-a775-db03-5f61-654645f241e7,11.0,"[27544, 29043, 29044, 29203]",,"[307232, 307233, 307234, 307235, 307236, 307237, 307238, 307239, 307240, 307241, 307242, 307243]",[1],[17],"[7814, 7815]","[1726329, 1775817, 1777035, 1865895, 1914466, 1928535, 1930990, 1932190, 1932293, 1937546, 1937608, 1937681, 2086381, 2086552, 2087335, 2088972, 2175349, 2581200, 2585461, 2597729, 2605918]","[121393, 121394, 121395, 121396, 121398, 121400, 121402, 121404, 121406]","[107993, 107994, 112446, 118072, 155602, 155603, 388942]",80.02046999261239,,[900],,"[6, 48, 130]",1558805960,1688760736,,7.0,,,"[858, 23429]",,,1569456000.0,,"[25921, 27092, 55199, 81249, 96217, 103168, 103303, 106987, 113360, 115653]","[168939, 168940, 168941, 168942, 168943, 168944]",,78.65309213916333,2.0,3.0,"[173614, 173615, 173616, 173617, 173619, 173620, 339762]",119061,,"The next game in the Atelier franchise and the start of a new series of games.

The collection system has been redesigned, the items found are the same but different tools or actions will be required to find them at collection points.
The crafting system has been updated and a new item making system has been added, to be revealed at a later date.
The turn-based combat is getting changed in some fashion to make it more tense, also to be revealed later."
,[7],0,24490.0,https://www.igdb.com/games/light-tracer,80.0,1.0,[100629],"[8, 9, 31, 32]",,,"[2943, 3447, 4134, 4154, 4234, 4439]","[1, 268435464, 268435465, 268435487, 268435488, 536873855, 536874359, 536875046, 536875066, 536875146, 536875351, 536888616]",,"[41355, 58777, 91000]",,"[59562, 59563, 129868]",Light Tracer,light-tracer,aafdeff2-028f-d74e-21b7-379fff665240,,,,"[143048, 143049, 143050, 143051, 143052]",[1],[1],[17373],"[188089, 197795, 199245, 252317, 398826, 1722708, 2173200, 2555640, 2581203, 2584010]","[201282, 201283, 201284, 201285, 201286, 201287, 201288, 201289, 201290, 201291, 201292, 201293]","[67510, 339349]",,,,,"[6, 48, 130]",1496760650,1688760718,,1.0,,,[6789],,,1506384000.0,,"[20329, 20342, 24426, 25646, 28070, 36198, 55173, 55190, 56033, 89597]",,,80.0,,,"[124783, 169754, 421255]",36784,,Light Tracer is a VR Platform-Puzzler in which the Player is a godlike creature who has to guide a princess in despair up the enormous Tower of Bellbatis.
,[3],0,122420.0,https://www.igdb.com/games/re-zero-starting-life-in-another-world-the-prophecy-of-the-throne,75.0,1.0,"[111946, 117435]","[12, 15, 24, 31, 34]",,,,"[17, 268435468, 268435471, 268435480, 268435487, 268435490]",,"[31385, 56250, 98353]","One month after Subaru's new life in another world began, an emissary sent by the royal castle suddenly appears with news that the royal selection has been postponed, but offers no reason as to why. The postponement of this grand event that decides the next ruler of the Kingdom of Lugunica stirs Subaru and his friends into action. They return to the royal capital only to find that a sixth candidate has claimed their stake for the throne. But the Dragon Stone prophesizes that only five candidates would be chosen. With one candidate being an imposter, suspicions are immediately cast toward one woman in particular: Emilia. What answers lie beyond the mysterious web of assassinations, betrayal, and conspiracies...?","[101580, 101581]",Re:Zero - Starting Life in Another World: The Prophecy of the Throne,re-zero-starting-life-in-another-world-the-prophecy-of-the-throne,a03396ca-da4e-9464-acb2-a247096ca319,,[37709],,"[388012, 388013, 388014, 388015, 388016]",[1],[17],[9609],"[1882894, 1928735, 1935275, 1942152, 1942174, 1942182, 1942890, 1942904, 2050103, 2086191, 2086646, 2087066, 2174424, 2581126, 2598955]","[21597, 21600, 21602, 21605, 21609, 21612, 21614, 21617, 21620, 21623]","[143275, 145056, 327993, 368764]",,,[1998],,"[6, 48, 130]",1591812079,1688760708,,1.0,,,[13020],,,1611705600.0,,"[13196, 19404, 26845, 27092, 55199, 96217, 103232, 106987, 115653, 119171]",,,75.0,,1.0,"[224401, 226377, 331349, 331350, 331351, 331352, 331354, 331355, 331356, 331357, 403465]",134556,,"The popular light novel/anime series, Re:Zero - Starting Life in Another World - is coming as a Tactical Adventure game!"
,,0,103467.0,https://www.igdb.com/games/worlds-of-magic-planar-conquest,,0.0,,"[12, 13, 15, 16, 31]",,,"[415, 1158, 1293, 4004, 4074, 4134, 4245, 4882]","[41, 268435468, 268435469, 268435471, 268435472, 268435487, 536871327, 536871938, 536872070, 536872205, 536874916, 536874986, 536875046, 536875157, 536875794]",,"[37210, 137448, 137449, 137450, 137451]",,"[132728, 132729]",Worlds of Magic: Planar Conquest,worlds-of-magic-planar-conquest,b961234d-d230-e4fa-21a5-04c25935813f,0.0,[39322],,"[146714, 146715, 146716, 146717, 146718]",,[41],[11947],"[113352, 211117, 399967, 1237705, 1991980, 2087556, 2171063, 2581163]","[501593, 501594, 501595, 501597, 501599]","[216960, 447624]",50.0,,,,"[48, 49, 130]",1514837944,1688760696,,,,,,,,1473984000.0,,"[9278, 9336, 19301, 22387, 25311, 29348, 33153, 35994, 103232, 109339]",,,50.0,1.0,,"[136458, 186839, 341498, 349271, 349272]",79925,,"Worlds of Magic: Planar Conquest is a 4X strategy game inspired by Master of Magic. Created to ensure this amazing playability of games from the past, but wrapped in a modern package.

""Explore, Develop, Use, Exterminate"" - these four words provide the game with fun and challenge."
,,0,274911.0,https://www.igdb.com/games/wwii-tank-battle-arena,,,[117150],[33],,,,"[1, 268435489]",,"[102612, 110035]",,,WWII: Tank Battle Arena,wwii-tank-battle-arena,17d2035e-b980-6d1f-cf90-951cf4d8eb59,,,,"[927046, 927047, 927048, 927050, 927052, 927165, 943504]",[1],[1],"[91940, 93946]","[2628592, 2628611, 2631810, 2633639, 2659311, 2659576]",[215890],[510783],,,,,"[48, 49, 130]",1668657378,1688760684,,,,,[23593],,,1668124800.0,,"[15851, 43367, 87668, 87728, 89025, 90965, 100800, 112078, 113895, 117939]",,,,,,"[437089, 437090, 437091, 437872]",225896,,"As an American Army Captain during World War II, you take the lead of a fleet of allies tanks fighting throughout Europe against axis armies.

In this arena game, you will have to show your skills to defeat enemies while saving your life and those of your soldiers.

Designed to be as close to reality in terms of tanks driving and shooting, the game offers two types of fights, classical, where you have to reload your gun like in a standard tank, and mayhem fight, with heavy shooting aka very fast gun reloading.

Allies forces need you, Captain!"
,[1],0,96955.0,https://www.igdb.com/games/mask-of-mists,,1.0,"[111992, 112078]","[5, 9, 12, 31, 32]",,,,"[1, 268435461, 268435465, 268435468, 268435487, 268435488]",,"[41504, 55133, 94087, 137507, 137508, 137509]",,"[96009, 96010, 129741]",Mask of Mists,mask-of-mists,7ef8bdb7-0ef4-3968-4c53-3711b7489c5c,1.0,[40644],,"[368082, 368083, 368084, 368085, 368086, 368087, 368088]",[1],[1],[16328],"[1844534, 1864588, 1918200, 2088680, 2173675, 2327335, 2520913, 2592905, 2599143, 2603734, 2603868, 2662573, 2669563, 2700047, 2700052, 2716584]","[46395, 46396, 46397, 46398, 46399, 46400, 46401, 46402, 46403, 718768, 718769]","[134901, 134902, 392536]",70.0,,,,"[6, 48, 49, 130, 167, 169]",1578830368,1688760673,,,,,[12619],,,1586390400.0,,"[24426, 25646, 28309, 30245, 89597, 96217, 105269, 106987, 107318, 113360]",,,70.0,,,"[192817, 210720, 210721, 210722, 306361, 306362, 306376, 307968]",128299,,Mask of Mists is an action-adventure game in a first-person view in which you are immersed in exploring the world full of magic and dangers!
,[3],0,116176.0,https://www.igdb.com/games/livelock,74.75,12.0,,"[5, 31, 32, 33]",,,"[575, 1510, 1623, 4283, 4586, 4871, 17371]","[1, 18, 268435461, 268435487, 268435488, 268435489, 536871487, 536872422, 536872535, 536875195, 536875498, 536875783, 536888283, 536888298]",,"[9484, 132892, 132893, 132894, 132895, 132896]",,"[39150, 39151]",Livelock,livelock,aa7795e5-7a80-bbf0-c98f-9d32cbf8a4fc,3.0,"[8265, 8266, 9718]",,"[19987, 19988, 19989, 19990, 19991]","[1, 2, 3]","[1, 18]",[20414],"[12372, 75443, 80552, 94111, 94112, 108752, 210664, 246607, 400083, 1237952, 2173288, 2669701, 2669870]","[254151, 254152, 254153, 254154, 254155, 254156, 254157, 254158, 254159, 254160, 254161, 254162]","[5816, 44617, 44618, 154901, 333826]",80.0,,,,"[6, 48, 49]",1453848849,1688760669,,9.0,,,,,"[5618, 8143]",1472515200.0,,"[21564, 25311, 28070, 43367, 55038, 56033, 96217, 105269, 107318, 111130]",,,77.375,5.0,,"[56070, 56071, 56072, 136124]",16982,,"Livelock is a cooperative top-down shooter where you and up to two others must work together to break the cycle of infinite war between machines. As one of ""The Few"" remaining Capital Intellects, you will need quick reactions and decision-making to overcome the chaos."
,[3],0,122411.0,https://www.igdb.com/games/endless-dungeon,,,[54930],"[12, 15, 24]",,,"[77, 250, 546, 1332, 16720, 24692]","[1, 18, 43, 268435468, 268435471, 268435480, 536870989, 536871162, 536871458, 536872244, 536887632, 536895604]",,"[45258, 114993, 115066, 127687]","Well, your ship is dead as a doornail and you're stuck on some spatial station that went to the dogs back before they knew how to bark. There's some folks been marooned here for decades, full of tall tales about what is and isn't; stories about how you might get out – or how you might be stuck here pretty much forever… It’s all on you to figure out what’s happenin’, team up with some other castaways, and survive a brand spanking new story in the Endless universe.","[175285, 175286]",Endless Dungeon,endless-dungeon,fb0dd2e1-c6c9-0461-bc61-1a75d87dccc9,,"[43587, 50617, 69943, 82591]",,"[413522, 413523, 413524, 413525, 413526, 413527]","[1, 2, 3]","[1, 18, 43]",[81704],"[1593978, 1960313, 2524224, 2567132, 2651215, 2651738, 2659320, 2659582]","[135987, 135989, 135990, 135991, 135992, 135993, 135994, 135995, 271368, 271370, 271372, 271374, 271376, 271378, 271379, 271380, 271381, 271382, 271383, 271384, 271385, 514858, 514859]","[163401, 163402, 417405]",,,,[13],"[6, 48, 130, 167, 169]",1537532336,1688760665,,,,,,,,1697673600.0,,"[13196, 25311, 27092, 35994, 80916, 90099, 102057, 105269, 111187, 119171]",,,,,7.0,"[439999, 475674, 475675, 475676, 475677]",109970,,"Endless Dungeon is a Rogue-lite Tactical Action game, set in the award-winning Endless universe. Recruit a team of shipwrecked heroes, plunge into a long-abandoned space station, and protect your crystal against never-ending waves of monsters… or die trying, get reloaded, and try again."
